image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3
192406,What type of station is this?,192406000,what type of,other,bus,"('bus', 'yes')","('bus', 'yes')","('bus', 'maybe')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus station', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')",There are four buses that look the same and a big building with many people going back and forth.,many people can fit on the vehicle,there are four buses in the parking lot.
262531,What is the man in the hat doing?,262531001,what is the man,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')",he's riding on a skateboard,He is bent low atop a board with wheels.,He is riding on a skateboard.
26967,Where was this taken?,26967003,none of the above,other,airport,"('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('at baggage claim in airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')",People are standing around a baggage claim waiting for bags,the people are at a luggage carousel,they are waiting for their luggage to come off the plane.
505240,Would a vegetarian eat this?,505240001,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",A meatless dish is an excellent choice for a vegetarian.,there is no meat in the dish.,the food in the image is made of vegetables
124116,Does the cat look loved?,124116002,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it is laying in a nice soft bed,Someone made him a bed with a comfortable pillow and sweater.,he is sleeping on a pillow.
297078,What is the person doing?,297078003,what is the person,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'maybe')","('downhill skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",the person is using equipment specialized for heading down a snowy slope.,he is holding ski poles and standing on skis on a snowy trail,the person is wearing skis on his feet and holding ski poles while facing a downhill slope.
318130,What sport is this?,318130001,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",there is a person holding a baseball preparing to swing while a person throws a ball at him.,A child is posing with a bat near an umpire.,the players are wearing baseball helmets and holding bats
21688,What are the three poles in front of the building used for?,21688003,what are the,other,flags,"('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flag poles', 'yes')","('flags', 'yes')","('flags', 'yes')",they are large metal poles in front of a house,They have ropes to hang items on.,they are long flag poles.
376185,Is it summertime?,376185002,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",there are no leaves on the trees.,there are no leaves on the trees,the trees have no leaves on them.
515577,Is it cold?,515577000,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","they are dressed in winter clothes, walking through snow on skis.",there is a lot of snow on the ground.,there is snow on the ground a people are wearing heavy coats.
14869,Should this bench be repainted?,14869000,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",the paint still looks good,it is still coated in green paint.,The green paint does not appear to have any fading or chips.
112240,Is this a lake?,112240002,is this a,yes/no,yes,"('no', 'yes')","('yes', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The other shoreline is seen in the distance.,You can see boats out across the shore line and the other side as well.,boats are floating on a body of water surrounded by land.
522106,Does the dog have blue eyes?,522106001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the dog has brown eyes,his eyes are actually brown.,the eye is dark in color.
514116,What type of room is this?,514116001,what type of,other,bathroom,"('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a toilet in the middle.,There is a urinal on the floor.,there is a toilet in the floor and a faucet.
362712,Is this a modern picture?,362712002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The teens are wearing modern clothing.,Two boys are playing wii and are wearing modern clothing.,the men are holding video game controllers.
149550,What room of the home is this?,149550001,what,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a vanity mirror above a sink and counter,there's a bathroom sink and mirror,there is a sink and a bar of soap.
339703,What activity is this person doing?,339703001,what,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skating', 'yes')","('skateboarding', 'yes')",they are riding on a skateboard and doing tricks.,he is balancing on two wheels of a skateboard.,He is doing a trick on a skateboard on top of a platform.
229207,What sport are they playing?,229207001,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennessee', 'yes')",they are holding tennis rackets in their hands,They are both holding rackets and they are on a court with a net in the middle that is on the ground.,they are on a tennis court holding tennis rackets.
493652,What holiday season is it?,493652001,what,other,christmas,"('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')",there is a Christmas tree in the corner.,there is a Christmas tree and garland in the room.,There is a trimmed tree in the corner.
433059,Is the person female?,433059002,is the person,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",She has long hair and a feminine build.,she has her hair up in a bun.,they have feminine face.
105683,Is this a hotel room?,105683000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","The room has a full stove and oven and a large refrigerator, so it is probably a home kitchen.",The large kitchen includes a full size oven and stove.,The room contains a gas stove.
403078,What kind of outfit is the man wearing?,403078001,what kind of,other,wetsuit,"('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('swim', 'yes')",it is slick black material that covers his body snugly and he is carrying a surfboard,he is preparing to go surfing.,it looks water resistant and sheen.
151742,Where was this picture taken?,151742017,none of the above,other,church,"('dedication', 'yes')","('church', 'yes')","('church', 'maybe')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('in church', 'maybe')","('church', 'yes')","('church', 'yes')",the window is in a cathedral design.,the baby is being baptized.,There are pews in the building and stained glass windows.
418109,Is this a rural scene?,418109000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the ground is covered in cement,there is a large building with statues and pedestrians.,there are tall buildings all around and there are streets with cars.
314356,What sport is being played?,314356007,what sport is,other,frisbee,"('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')",he is pitching the frisbee,The man in sunglasses is throwing a Frisbee.,there is a blue frisbee flying through the air that has just been thrown by the man.
576084,What animal is shown?,576084012,what animal is,other,cow,"('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')",A man is milking the brown cow's udders.,it is a big animal the man is milking,cows are milked in stalls
156126,Is this an example of superb engineering?,156126002,is this an,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the jet can fly really fast.,This is a high level fighter jet flying into the sky.,it is a sophisticated jet.
161187,Is this a passenger train?,161187003,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')",the only two cars on the train are a storage container and engine car,it is a freight train.,this train is carrying cargo.
266920,What are the zebras furthest to the left doing?,266920005,what are the,other,eating,"('eating', 'yes')","('eating', 'yes')","('standing', 'yes')","('eating', 'maybe')","('eating', 'yes')","('eating', 'yes')","('grazing', 'yes')","('eating', 'yes')","('eating', 'no')","('eating', 'yes')",they are standing in the grass grazing.,They are grazing on grass.,The zebras are bending down while standing together in a grassy field.
325796,Is this train an antique?,325796003,is this,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('unknown', 'yes')","('no', 'yes')","('no', 'yes')",It is streamlined with rounded headlights and windshield wipers.,it appears very modern and new,It is a newer modern model.
290981,Is the sky clear?,290981002,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The bright blue sky is behind the hill top.,there is nothing else in the sky.,there are no clouds and the sky is blue.
11042,What type of food is this?,11042000,what type of,other,pizza,"('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","it is shaped like a triangle, has a crust, and is covered in cheese.",it is shaped like a triangle and has melted cheese on top of it.,It has a crust and cheese on it.
98801,Is this a beach scene?,98801000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The man is holding a surf board on the sand in front of a life guard station.,The man stands on the sand with his surfboard.,the man holding the surfboard is standing on the sand right in front of the some dunes.
178984,What sport is the woman playing?,178984001,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",She is swinging a racket with all her might to get it over the net in the distance.,the lady is performing an overhead swing with a tennis racket in her hand.,The person is waving a racket in the air.
162429,Is it raining?,162429003,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",rain is falling from the sky and in front of the women's faces,"The ground is wet, and everyone is holding umbrellas.",Everyone has umbrellas and water is on the ground.
21001,Is this a hotel?,21001000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'maybe')",The well made beds have luggage on top of them.,hotel rooms contain more than one bed,there are two beds in the room.
186697,Does the ground appear dry?,186697001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')",the road looks damp with water.,"There are puddles on the side of the trail, and the cement looks dark and wet.",the pavement is shiny and wet
157592,What sport is this?,157592005,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The man in white is on a tennis court swinging his racket.,the man is swinging a tennis racket.,She is swinging a racket at a greenish yellow ball on a court.
105867,What type of beverage is in the glass?,105867001,what type of,other,beer,"('beer', 'maybe')","('beer', 'maybe')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('drink', 'yes')","('beer', 'maybe')","('tea', 'no')","('beer', 'yes')",it is bubbly and amber in colot.,it is amber colored with a nice foamy head,it is foamy on top and light brown
3711,What is the cat sitting on?,3711004,what is the,other,car,"('car', 'yes')","('car', 'yes')","('car', 'yes')","('car', 'yes')","('car hood', 'yes')","('car', 'yes')","('hood', 'maybe')","('hood of car', 'yes')","('car', 'yes')","('car', 'yes')",cars have flat hoods and windshields,there is a windshield and headlights.,the metal used in cars contains heat the attracts cats
47588,Is this a passenger train?,47588001,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')",multiple passenger cars are attached to the train,There are doors for people to enter and exit out of.,the train is not pulling any cargo.
557117,What kind of controller is that?,557117002,what kind of,other,wii,"('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'maybe')","('wii', 'yes')","('nintendo wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","it is rectangular and bears the name ""Wii""",it has the nintendo wii logo on the base,the remote has wii written on the bottom of it.
560819,What game is this?,560819002,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",the man is serving a ball with a tennis racket,The player is holding a racket and their other arm is up.,the player is serving a yellow ball.
132733,Does the dog like Scooby Snacks?,132733000,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The dog has torn open a box of scooby snacks and is eating them.,it is sniffing scooby snacks,its mouth is near the foot item.
312720,Is this picture in color?,312720012,is this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the blue of the sky and the persons uniform is visible,The Sky is blue behind the man in a blue and black jacket.,his jacket is a bright blue color.
136720,What type of animal is destroying the toilet paper?,136720002,what type of,other,dog,"('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('cat', 'yes')","He is black, furry, and has four legs.",it is furry and walks on all fours,"It is very fluffy, and looks like a black terrier."
113701,Is the bed made?,113701002,is the,yes/no,no,"('no', 'yes')","('no', 'yes')","('wood', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the sheets are in disarray and junk is on the bed.,The pillow and blanket is not neat.,the sheets are messy and not pulled all the way up.
94746,What can you buy at this store?,94746001,what,other,suits,"('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')",plenty of suits are present in the background.,There are rows and rows of suits on the wall and on the racks.,There are a lot of blazers hanging on racks.
16716,Is this a zoo?,16716001,is this a,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The zebras are in a large field instead of a cage.,there is no enclosure for the zebras.,the zebras are in a natural field
314709,Is it summer?,314709015,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",there is a lot of snow on the ground.,there is snow on the ski slope.,There is now and the woman has heavy clothes on.
337899,Is it getting dark?,337899004,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",sunlight is shining onto the grass and trees,"where the sky can be seen, the sky is blue.",The sun is shining and it is bright.
