image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3,prediction,prediction_explanation_w_pred,prediction_explanation_1_w_gt,prediction_explanation_2_w_gt,prediction_explanation_3_w_gt
192406,What type of station is this?,192406000,what type of,other,bus,"('bus', 'yes')","('bus', 'yes')","('bus', 'maybe')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus station', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')",There are four buses that look the same and a big building with many people going back and forth.,many people can fit on the vehicle,there are four buses in the parking lot.,bus station,The people are waiting for a bus to take them to the airport.,The people are waiting to board a bus.,The people are waiting to board a bus at an airport.,The people are waiting for a bus to take them to the airport.
262531,What is the man in the hat doing?,262531001,what is the man,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')",he's riding on a skateboard,He is bent low atop a board with wheels.,He is riding on a skateboard.,taking pictures,The man in the hat is taking pictures of the skateboarder.,The man in the hat is skateboarding.,The man in the hat is skateboarding down a street.,The man in the hat is skateboarding.
26967,Where was this taken?,26967003,none of the above,other,airport,"('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('at baggage claim in airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')",People are standing around a baggage claim waiting for bags,the people are at a luggage carousel,they are waiting for their luggage to come off the plane.,An airport,The people are waiting for their luggage at the airport.,The people are waiting in line at an airport.,The people are waiting to board a plane.,The people are waiting for their luggage at the airport.
505240,Would a vegetarian eat this?,505240001,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",A meatless dish is an excellent choice for a vegetarian.,there is no meat in the dish.,the food in the image is made of vegetables,Yes,The food is broccoli and other vegetables.,The food is vegetarian.,The food is vegetarian.,The food is broccoli and other vegetables.
124116,Does the cat look loved?,124116002,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it is laying in a nice soft bed,Someone made him a bed with a comfortable pillow and sweater.,he is sleeping on a pillow.,Yes,The cat is sleeping on a pillow in a suitcase.,The cat is sleeping in a suitcase with a pillow.,The cat is sleeping on a pink pillow in a suitcase.,The cat is sleeping on a pillow in a suitcase.
297078,What is the person doing?,297078003,what is the person,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'maybe')","('downhill skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",the person is using equipment specialized for heading down a snowy slope.,he is holding ski poles and standing on skis on a snowy trail,the person is wearing skis on his feet and holding ski poles while facing a downhill slope.,skiing down a snowy trail,The person is skiing down a snowy trail.,The person is skiing down a snowy hill.,The person is skiing down a snowy path.,The person is skiing down a snowy trail.
318130,What sport is this?,318130001,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",there is a person holding a baseball preparing to swing while a person throws a ball at him.,A child is posing with a bat near an umpire.,the players are wearing baseball helmets and holding bats,Baseball,The player is ready to hit the ball.,The player is about to hit the ball.,The player is about to hit the ball at a baseball game.,The player is ready to hit the ball.
21688,What are the three poles in front of the building used for?,21688003,what are the,other,flags,"('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flag poles', 'yes')","('flags', 'yes')","('flags', 'yes')",they are large metal poles in front of a house,They have ropes to hang items on.,they are long flag poles.,flag,The poles are used for a flag.,The poles are used for flags.,The poles are used for flags.,The poles are used for flags.
376185,Is it summertime?,376185002,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",there are no leaves on the trees.,there are no leaves on the trees,the trees have no leaves on them.,It is not summertime.,The sun is shining on a man riding a skateboard on a tennis court.,The sun is shining on a man riding a skateboard.,The person is riding a skateboard on a tennis court.,The sun is shining on a man riding a skateboard on a tennis court.
515577,Is it cold?,515577000,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","they are dressed in winter clothes, walking through snow on skis.",there is a lot of snow on the ground.,there is snow on the ground a people are wearing heavy coats.,Yes,The people are skiing in the snow which is cold.,The people are skiing in the snow which is cold.,The people are skiing in the snow which is cold.,The people are skiing in the snow which is cold.
14869,Should this bench be repainted?,14869000,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",the paint still looks good,it is still coated in green paint.,The green paint does not appear to have any fading or chips.,No,The bench is green and looks good.,The bench is already green and does not need to be repainted.,The bench is in a park and is not being used.,The bench is green and looks good.
112240,Is this a lake?,112240002,is this a,yes/no,yes,"('no', 'yes')","('yes', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The other shoreline is seen in the distance.,You can see boats out across the shore line and the other side as well.,boats are floating on a body of water surrounded by land.,Yes,The lake is a body of water with trees and grass around it.,The lake is a body of water with trees and grass around it.,The lake is a view of a lake with boats in the distance.,The lake is a body of water with trees and grass around it.
522106,Does the dog have blue eyes?,522106001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the dog has brown eyes,his eyes are actually brown.,the eye is dark in color.,no,The dog is black and white and blue eyes are not a color.,The dog is a black dog with brown eyes.,The dog is black and white and blue eyes are not a common color for dogs.,The dog is black and white and blue eyes are not a color.
514116,What type of room is this?,514116001,what type of,other,bathroom,"('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a toilet in the middle.,There is a urinal on the floor.,there is a toilet in the floor and a faucet.,public restroom,The toilet is in a public restroom.,The bathroom has a toilet in it.,"The bathroom has a toilet, sink, shower curtain, and floor mat.","The bathroom has a toilet, sink, floor mat, and a door."
362712,Is this a modern picture?,362712002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The teens are wearing modern clothing.,Two boys are playing wii and are wearing modern clothing.,the men are holding video game controllers.,Yes,The Nintendo Wii is a modern video game console.,The people are playing a video game which is a modern activity.,The people are playing video games which is a modern activity.,The Nintendo Wii is a modern video game console.
149550,What room of the home is this?,149550001,what,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a vanity mirror above a sink and counter,there's a bathroom sink and mirror,there is a sink and a bar of soap.,bathroom,"The bathroom has a sink, toilet and mirror.",The bathroom has a sink and toilet.,"The bathroom has a toilet, sink, and mirror.","The bathroom has a sink, toilet and mirror."
339703,What activity is this person doing?,339703001,what,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skating', 'yes')","('skateboarding', 'yes')",they are riding on a skateboard and doing tricks.,he is balancing on two wheels of a skateboard.,He is doing a trick on a skateboard on top of a platform.,A skateboarder is performing a stunt,The skateboarder is performing a stunt.,The person is doing a trick on a skateboard.,The person is on a skateboard.,The skateboarder is performing a trick on a ramp.
229207,What sport are they playing?,229207001,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennessee', 'yes')",they are holding tennis rackets in their hands,They are both holding rackets and they are on a court with a net in the middle that is on the ground.,they are on a tennis court holding tennis rackets.,Tennis,The sport is being played on a blue court.,The sport is tennis.,The sport is tennis.,The sport is being played on a blue court.
493652,What holiday season is it?,493652001,what,other,christmas,"('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')",there is a Christmas tree in the corner.,there is a Christmas tree and garland in the room.,There is a trimmed tree in the corner.,It is Christmas,The prevailing emotional ambiance depicted in the image is festive.,The living room has a dart board and christmas decorations.,The living room has a Christmas tree and Christmas decorations.,The prevailing emotional ambiance depicted in the image is festive.
433059,Is the person female?,433059002,is the person,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",She has long hair and a feminine build.,she has her hair up in a bun.,they have feminine face.,Yes,The person is bending down to pick up her skis in the snow.,The person is a woman.,The person is bending down to pick up her skis on a snowy slope.,The person is bending down to pick up her skis in the snow.
105683,Is this a hotel room?,105683000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","The room has a full stove and oven and a large refrigerator, so it is probably a home kitchen.",The large kitchen includes a full size oven and stove.,The room contains a gas stove.,No,"The kitchen has a stove, oven, and refrigerator.","The kitchen has a sink, door, stove, refrigerator, window, and a human",The kitchen is in a dark room.,"The kitchen has a stove, oven, and refrigerator."
403078,What kind of outfit is the man wearing?,403078001,what kind of,other,wetsuit,"('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('swim', 'yes')",it is slick black material that covers his body snugly and he is carrying a surfboard,he is preparing to go surfing.,it looks water resistant and sheen.,wetsuit,The men are in the water with surfboards.,The man is wearing a wetsuit because he is surfing.,The man is wearing a wetsuit because he is walking with a surfboard,The men are in the water with surfboards.
151742,Where was this picture taken?,151742017,none of the above,other,church,"('dedication', 'yes')","('church', 'yes')","('church', 'maybe')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('in church', 'maybe')","('church', 'yes')","('church', 'yes')",the window is in a cathedral design.,the baby is being baptized.,There are pews in the building and stained glass windows.,in front of a church,The man is holding a baby in front of a church.,The man is holding a baby in a church.,The man is holding a baby in his arms.,The man is holding a baby in front of a church.
418109,Is this a rural scene?,418109000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the ground is covered in cement,there is a large building with statues and pedestrians.,there are tall buildings all around and there are streets with cars.,No,The giraffes are in front of a building.,The statues are in front of a building so it is not a rural scene.,The statues are in front of a building so it is not a rural scene.,The giraffes are in front of a building.
314356,What sport is being played?,314356007,what sport is,other,frisbee,"('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')",he is pitching the frisbee,The man in sunglasses is throwing a Frisbee.,there is a blue frisbee flying through the air that has just been thrown by the man.,Frisbee,The man is playing with a frisbee.,The man is throwing a frisbee.,The man is throwing a frisbee in a field.,The man is playing with a frisbee.
576084,What animal is shown?,576084012,what animal is,other,cow,"('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')",A man is milking the brown cow's udders.,it is a big animal the man is milking,cows are milked in stalls,cow,The man is milking a cow in a barn.,The man is milking a cow in a barn.,The man is milking a cow.,The man is milking a cow in a barn.
156126,Is this an example of superb engineering?,156126002,is this an,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the jet can fly really fast.,This is a high level fighter jet flying into the sky.,it is a sophisticated jet.,Yes,The jet is flying through the air with smoke coming out of its tail.,The jet is flying in the sky with smoke coming out of it.,The jet is flying through the sky with smoke coming out of it.,The jet is flying through the air with smoke coming out of its tail.
161187,Is this a passenger train?,161187003,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')",the only two cars on the train are a storage container and engine car,it is a freight train.,this train is carrying cargo.,No,The train is traveling down the tracks in the rain.,The train is going down the tracks in the rain. The following objects are present a train,The train is traveling down the tracks in the rain. It has no human presence.,The train is traveling down the tracks in the rain.
266920,What are the zebras furthest to the left doing?,266920005,what are the,other,eating,"('eating', 'yes')","('eating', 'yes')","('standing', 'yes')","('eating', 'maybe')","('eating', 'yes')","('eating', 'yes')","('grazing', 'yes')","('eating', 'yes')","('eating', 'no')","('eating', 'yes')",they are standing in the grass grazing.,They are grazing on grass.,The zebras are bending down while standing together in a grassy field.,walking down a dirt road,The zebras are walking down a dirt road.,The zebras are eating grass.,The zebras are eating grass.,The zebras are eating grass.
325796,Is this train an antique?,325796003,is this,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('unknown', 'yes')","('no', 'yes')","('no', 'yes')",It is streamlined with rounded headlights and windshield wipers.,it appears very modern and new,It is a newer modern model.,It is not possible to say,It is not possible to say if the train is an antique.,The train is traveling down the tracks near a station.,The train is traveling down the tracks near a station.,The train is not an antique because it is not old.
290981,Is the sky clear?,290981002,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The bright blue sky is behind the hill top.,there is nothing else in the sky.,there are no clouds and the sky is blue.,Yes,The sky is clear and the sheep are grazing in a field.,The sky is clear and the sheep are grazing in a field.,The sheep are grazing in a field near a mountain.,The sky is clear and the sheep are grazing in a field.
11042,What type of food is this?,11042000,what type of,other,pizza,"('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","it is shaped like a triangle, has a crust, and is covered in cheese.",it is shaped like a triangle and has melted cheese on top of it.,It has a crust and cheese on it.,Pizza,The pizza is on a white paper plate.,The pizza is on a plate.,The pizza is on a plate.,The pizza is on a white paper plate.
98801,Is this a beach scene?,98801000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The man is holding a surf board on the sand in front of a life guard station.,The man stands on the sand with his surfboard.,the man holding the surfboard is standing on the sand right in front of the some dunes.,Yes,The man is standing on the beach with a surfboard.,The man is standing on the beach with a surfboard.,The man is standing on the beach with a surfboard.,The man is standing on the beach with a surfboard.
178984,What sport is the woman playing?,178984001,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",She is swinging a racket with all her might to get it over the net in the distance.,the lady is performing an overhead swing with a tennis racket in her hand.,The person is waving a racket in the air.,tennis,The woman is playing tennis.,The woman is playing tennis.,The woman is playing tennis.,The woman is playing tennis.
162429,Is it raining?,162429003,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",rain is falling from the sky and in front of the women's faces,"The ground is wet, and everyone is holding umbrellas.",Everyone has umbrellas and water is on the ground.,Yes,The women are posing for a picture in the rain.,The women are standing under a pink umbrella in the rain.,The women are holding umbrellas in the rain.,The women are standing under a pink umbrella.
21001,Is this a hotel?,21001000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'maybe')",The well made beds have luggage on top of them.,hotel rooms contain more than one bed,there are two beds in the room.,Yes,The room has two beds and a dresser.,The room has two beds and a dresser.,The room has two beds and a dresser.,The room has two beds and a dresser.
186697,Does the ground appear dry?,186697001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')",the road looks damp with water.,"There are puddles on the side of the trail, and the cement looks dark and wet.",the pavement is shiny and wet,No,The person is riding a bike down a road in the woods.,The person is riding a bike down a road.,The person is riding a bike down a road.,The person is riding a bike down a road in the woods.
157592,What sport is this?,157592005,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The man in white is on a tennis court swinging his racket.,the man is swinging a tennis racket.,She is swinging a racket at a greenish yellow ball on a court.,Tennis,The man is swinging a racket at a ball.,The man is swinging a tennis racket at a tennis ball.,The man is swinging a racket at a ball.,The man is swinging a racket at a ball.
105867,What type of beverage is in the glass?,105867001,what type of,other,beer,"('beer', 'maybe')","('beer', 'maybe')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('drink', 'yes')","('beer', 'maybe')","('tea', 'no')","('beer', 'yes')",it is bubbly and amber in colot.,it is amber colored with a nice foamy head,it is foamy on top and light brown,beer,The woman is holding a glass of beer while looking at her phone.,The woman is holding a glass of beer and looking at her phone.,The woman is holding a glass of beer and looking at her cell phone.,The woman is holding a glass of beer while looking at her phone.
3711,What is the cat sitting on?,3711004,what is the,other,car,"('car', 'yes')","('car', 'yes')","('car', 'yes')","('car', 'yes')","('car hood', 'yes')","('car', 'yes')","('hood', 'maybe')","('hood of car', 'yes')","('car', 'yes')","('car', 'yes')",cars have flat hoods and windshields,there is a windshield and headlights.,the metal used in cars contains heat the attracts cats,the hood of a car,The cat is sitting on the hood of a car.,The cat is sitting on the hood of a car.,The cat is sitting on the hood of a car.,The cat is sitting on the hood of a car.
47588,Is this a passenger train?,47588001,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')",multiple passenger cars are attached to the train,There are doors for people to enter and exit out of.,the train is not pulling any cargo.,Yes,The train is going down the tracks near a fence.,The train is traveling down the tracks. It appear to be situated in a outside location.,The train is going down the tracks but it has no human presence so it is not a,The train is going down the tracks near a fence.
557117,What kind of controller is that?,557117002,what kind of,other,wii,"('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'maybe')","('wii', 'yes')","('nintendo wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","it is rectangular and bears the name ""Wii""",it has the nintendo wii logo on the base,the remote has wii written on the bottom of it.,Nintendo Wii Controller,The person is playing a video game.,The person is playing a video game.,The person is playing a video game.,The person is playing a video game.
560819,What game is this?,560819002,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",the man is serving a ball with a tennis racket,The player is holding a racket and their other arm is up.,the player is serving a yellow ball.,Tennis,The player is celebrating after winning a match.,The player is celebrating after winning a match.,The player is euphoric.,The player is celebrating after winning a match.
132733,Does the dog like Scooby Snacks?,132733000,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The dog has torn open a box of scooby snacks and is eating them.,it is sniffing scooby snacks,its mouth is near the foot item.,no,The dog is chewing on a toy.,The dog is chewing on a box.,The dog is chewing on a toy.,The dog is chewing on a toy.
312720,Is this picture in color?,312720012,is this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the blue of the sky and the persons uniform is visible,The Sky is blue behind the man in a blue and black jacket.,his jacket is a bright blue color.,No,The image is in black and white.,The person is flying a kite in the air.,The image is in black and white.,The image is in black and white.
136720,What type of animal is destroying the toilet paper?,136720002,what type of,other,dog,"('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('cat', 'yes')","He is black, furry, and has four legs.",it is furry and walks on all fours,"It is very fluffy, and looks like a black terrier.",dog,The dog is playing in the bathroom.,The dog is laying on the floor of a bathroom.,A dog is laying on the floor of a bathroom with toilet paper all over it.,The dog is playing in the bathroom.
113701,Is the bed made?,113701002,is the,yes/no,no,"('no', 'yes')","('no', 'yes')","('wood', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the sheets are in disarray and junk is on the bed.,The pillow and blanket is not neat.,the sheets are messy and not pulled all the way up.,no,The bed is not made because there is no human presence.,The bed is not made because there is no human presence.,The bed is not made because there is no human presence.,The bed is not made because there is no human presence.
94746,What can you buy at this store?,94746001,what,other,suits,"('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')",plenty of suits are present in the background.,There are rows and rows of suits on the wall and on the racks.,There are a lot of blazers hanging on racks.,suits,The man is wearing a suit.,The man is wearing a suit.,The store is a clothing store.,The man is wearing a suit.
16716,Is this a zoo?,16716001,is this a,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The zebras are in a large field instead of a cage.,there is no enclosure for the zebras.,the zebras are in a natural field,no,The zebras are in a field and there is no human presence.,The zebras are in a grassy field and not in a z,The zebras are in a field and there is no human presence.,The zebras are in a field and there is no human presence.
314709,Is it summer?,314709015,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",there is a lot of snow on the ground.,there is snow on the ski slope.,There is now and the woman has heavy clothes on.,No,The person is skiing down a snowy slope.,The woman is skiing down a snowy slope.,The woman is skiing down a snowy slope.,The person is skiing down a snowy slope.
337899,Is it getting dark?,337899004,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",sunlight is shining onto the grass and trees,"where the sky can be seen, the sky is blue.",The sun is shining and it is bright.,No,The sun is out and it is a sunny day.,The camera is on the top of a tall building.,The sky is cloudy.,The sun is out and it is a sunny day.
